Name,Path,Title,Summary,K1,K2,K3,K4,K5
1353,articles/1353.txt,"Learn more about fluocinonide, including its uses, risks, and alternatives"," Fluocinonide is an anti-inflammatory and antipruritic (anti-itching) medication . It comes in common topical forms, including: creams, ointments, and liquid solutions . People taking corticosteroids may experience uncommon but potentially severe side effects . Common side effects include burning, itching, rash, irritation, dryness, headaches, skin thinning or thickening, stretch marks, skin discoloration . Cushing’s syndrome occurs when there is too much of the hormone cortisol in the bloodstream . Doctors usually prescribe fluocinonide in very low concentrations at 0. 05% or 0. 1% Dosage and application will vary based on the individual’s health and the severity of their symptoms . People should follow a doctor's recommendations when applying the cream . Incorrect use may increase the risk of complications like adrenal insufficiency .",fluocinonide,corticosteroids,corticosteroid,inflammation,desoximetasone
1354,articles/1354.txt,The Different Causes of Pruritus on the Face," Pruritus can occur due to visible conditions, such as psoriasis, or an insect bite . Dry skin on the face can be a cause of pruritus . The American Academy of Dermatology recommend following these tips to prevent dry skin . As people age, their bodies’ pH levels can change . As the skin retains less moisture and becomes thinner, this may cause dry skin and itching . A long-term itch without a rash or any other visible marks may suggest that a person has an underlying condition . A visible sign of skin cancer, or melanoma, is a new or changing spot on the skin . People with liver disease may require creams or ointments for mild and local pruritus . Some medications may cause itchy skin, including aspirin, opioids, certain classes of blood pressure medication, certain cancer treatments . Some people may have pruritus due to nerve damage as a result of stroke and multiple sclerosis . People with underlying health conditions may require a full medical examination to determine the cause of the itch .",pruritus,dermatitis,moisturizers,moisturize,moisturizing
1355,articles/1355.txt,10 Common Causes of Skin Peeling on the Fingers," Skin peeling on fingertips can be caused by environmental factors or underlying conditions . Dry skin is often caused by frequent hand-washing with soap . Very dry weather conditions can also dry out the skin, causing it to peel or crack . Finger-sucking in children is relatively common but can lead to painful sores and peeling skin . Eczema on the hands may be caused by genetics or by coming into contact with an allergen or an irritant . People who work in certain industries are more likely to be affected . Exfoliative keratolysis may be aggravated by exposure to irritants, such as soap, detergents, and solvents .",peeling,peel,fingertip,dermatitis,skin
1356,articles/1356.txt,"8 common examples of itchy rash: an allergic reaction to foods, medications, or objects"," A rash is a change in the skin that can result in bumpy, blotchy, or scaly patches . Many different factors can cause an itchy rash, including an allergic reaction to foods, medications, or objects . Symptoms can develop within a day or two after exposure but may take weeks to go away . Around 2% of people living in the U.S. have psoriasis, a genetic disease that runs in families . Heat rash develops when the sweat glands in the skin become blocked, causing inflammation and itchy red bumps . Chickenpox is highly contagious, so people with the condition must avoid contact with others until no new blisters form . Infections can cause an itchy rash on different parts of the body . Antihistamines and lukewarm oatmeal baths can help control the itching .",rash,eczema,dermatitis,allergy,itchy
1357,articles/1357.txt,"Natural and Home remedies for itchy skin, or what doctors call pruritus, can be uncomfortable and frustrating."," Itchy skin, or what doctors call pruritus, can be uncomfortable and frustrating . Common causes of itchy skin include insect bites, allergies, stress, and skin conditions, such as eczema and psoriasis . This article outlines some of the best natural and home remedies for itching . Apple cider vinegar contains acetic acid, which people have used for thousands of years as a natural wound disinfectant and antiseptic . The National Psoriasis Foundation recommend diluting the vinegar in water using a 1-to-1 ratio . Vinegar can cause a burning sensation on open wounds and should be avoided . Moisturizers, such as creams and lotions, can help hydrate the outermost layer of the skin . People with itchy or sensitive skin should use fragrance-free skincare products .",peppermint,itchy,allergy,lotion,psoriasis
1358,articles/1358.txt,How to treat irritant contact dermatitis," A quarter of babies experience diaper rash, according to the American Academy of Pediatrics . Irritant contact dermatitis is the most common type of diaper rash . Intertrigo is a type of inflammatory skin condition that is more severe in skin folds and warm, wet places, such as the folds of the thighs or buttocks . Psoriatic diaper rash is a type of psoriasis, a chronic skin condition that causes the body to attack healthy cells . Some people may notice that certain irritants, such as a wet diaper, can trigger flares of Psoriasis . Severe diaper rash may even cause dangerous infections .",rash,dermatitis,diaper,diapers,irritant
1359,articles/1359.txt,"The benefits of using honey for skin care, as well as the potential side effects of it"," An increasing amount of evidence supports the use of honey as a remedy for many skin conditions . Honey has several potential uses on the skin, including: part of daily washing of the face, help with eczema, moisturizing effects, and help with healing small cuts or abrasions . Honey also has anti-inflammatory properties that can aid with skin conditions such as acne or psoriasis . People allergic to honey should not use honey on their skin, and people with allergies to pollen or bees should also avoid applying honey topically .",honey,lotion,skin,moisturizing,antimicrobial
1360,articles/1360.txt,How to manage eyelid contact dermatitis," Eyelid dermatitis is a common condition that causes the skin on or around the eyelid to become dry, itchy, and irritated . The term may refer to eczema, psoriasis, or seborrheic dermatitis on the eyelids . Symptoms typically occur within a few hours or days of contact with a trigger substance . People should keep the eye area clean and avoid touching it or scratching . Avoid contact irritants and allergens that can cause flare-ups . Eyelid dermatitis poses no serious health risks, though it can be uncomfortable and can interfere with daily life . It is possible to self-diagnose the condition if the cause is obvious . The symptoms are easily managed with treatment and by avoiding triggers . The effectiveness of treatments can depend on the extent of exposure to triggers and sensitivity of the skin .",dermatitis,eczema,eyelid,allergy,sunscreen
1361,articles/1361.txt,How LED light therapy works and who might be a good candidate," LED light therapy is a noninvasive skin treatment for acne, sun damage, wounds, and other skin problems . Different wavelengths of light in LED lights penetrate the skin at different depths . This penetration may trigger biological processes that help the skin rejuvenate and heal . Blue LED light reduces activity in the sebaceous glands, which are small oil-producing glands . This reduction in activity causes the glands to produce less oil, possibly improving acne symptoms . Red LED light may improve scarring and signs of aging, such as wrinkles . LED light therapy appears to be a safe treatment for several skin conditions, including acne, skin aging, skin wounds, and other problems . Experts caution that the long-term effects of these devices remain unknown . People should not use LED therapy if they take certain medications, such as isotretinoin (Accutane), for acne or use topical treatments that cause sensitivity to sunlight .",led,sunlight,leds,dermatology,treatment
1362,articles/1362.txt,"Lichenification: An Area of Hard, Dickened Skin"," Lichenification is a term to describe hard, thickened areas of skin that result from repeated rubbing or scratching . There are two main types of lichenification: primary and secondary . If a separate health issue causes the issue, the person has secondary lichenified . Treatment for lichenifying focuses on helping the area of skin heal and preventing the scratching or rubbing .",lichenification,dermatosis,dermatitis,eczema,lichen
1363,articles/1363.txt,"How to prevent, treat, or cure COVID-19"," The novel coronavirus — now named SARS-CoV-2 — has reached every continent on earth except Antarctica . To stem the tide of COVID-19, the advice from all major health bodies is to wash your hands properly and frequently . However, regular hand washing can exacerbate skin conditions, such as eczema or psoriasis . Moisturizers, or emollients, are vital for treating hand dermatitis . They help repair damaged outer skin and lock moisture inside . When washing the dishes, using cleaning products, or shampooing a child’s hair, a person can protect their hands by wearing latex or rubber gloves .",coronavirus,psoriasis,covid,eczema,dermatitis
1364,articles/1364.txt,Preventive Strategies for Psoriasis," About 30% of people with psoriasis eventually develop psoriatic arthritis . Doctors do not know how or why the disease progresses or who is at risk . The right treatment can lessen the severity of the disease, but the right treatment may lessen the disease's symptoms . Some common flare triggers include skipping or stopping psoriasis medication, skin injuries or infections, joint injuries, moderate or severe stress . Exercise and managing stress can help reduce the severity and frequency of flares . Eating foods that can reduce inflammation include salmon, tuna, berries, nuts and seeds . Reducing salt and alcohol intake may also help curb inflammation .",psoriasis,psoriatic,arthritis,prevention,rheumatologist
1365,articles/1365.txt,Psoriatic arthritis — How to develop it without having psoriasis," Psoriatic arthritis (PsA) is a type of arthritis that is more likely to affect people with psoriasis . People with PsA have joint pain and chronic inflammation . The condition can also cause complications that range from mild to potentially life threatening . Psoriasis is an autoimmune condition that affects the skin . Chronic inflammation can harm the lungs, which can lead to a lung health issue called interstitial lung disease (ILD) People with PsA are also more vulnerable to inflammatory bowel disease (IBD) A 2018 analysis found that 2% of 392 people with psoriasis had interstitial pneumonia . Psoriatic arthritis is a serious autoimmune disease that causes the body’s immune system to attack healthy tissue .",psoriasis,psoriatic,arthritis,rheumatology,autoimmune
1366,articles/1366.txt,"Psoriasis: The outlook for people with PsA, its effects on their quality of life, and the solutions available"," Psoriatic arthritis is a chronic, inflammatory, autoimmune condition that sometimes occurs with psoriasis . It can have a significant effect on a person’s life, but timely and appropriate treatment can help reduce its impact . How PsA progresses will depend on various factors, including the type of PsA, its stage at diagnosis, the treatment a person receives, and how they respond to it . PsA does not usually affect life expectancy, but it can increase the risk of other conditions that do, such as cardiovascular disease . Comorbidities for PsA include conditions relating to metabolic syndrome: diabetes, heart disease, obesity, high blood pressure . A person may also experience tiredness, mood changes, depression, and anxiety, all of which can affect their quality of life . Psoriatic disease, including psoriasis and PsA, can have a profound effect on a person’s physical and mental well-being . A doctor might suggest medications, counseling, cognitive behavioral therapy, joining a local support group . Other tips that might help include regular exercise and following a healthful diet .",psoriasis,psoriatic,arthritis,autoimmune,inflammation
1367,articles/1367.txt,Psoriatic arthritis Symptoms of PsA," Psoriatic arthritis (PsA) is an inflammatory condition that involves pain and swelling in joints on one or both sides of the body . People with mild symptoms may continue to experience them without worsening . Symptoms of PsA can be difficult to diagnose, as it can resemble other conditions . Experts do not know exactly what causes PsA, but it likely results from a combination of genetic and environmental factors . A doctor will look for swollen and painful joints, skin and nail changes typical of psoriasis, patterns of arthritis that characterize PsA . Treatment will depend on the severity of symptoms, among other factors . New treatments show promise for stopping or slowing the disease's progression .",psoriasis,psoriatic,arthritis,inflammation,symptoms
1368,articles/1368.txt,"Psoriatic arthritis, or PsA, affects many people with psoriasis."," 30% of people with psoriasis will develop psoriatic arthritis (PsA) This is a type of arthritis that tends to affect people with PsA . There are certain triggers and risk factors for PsA, including exposure to cigarette smoke, cold weather, and age . Quitting smoking can help reduce the risk of PsA flares . Some common symptoms include tiredness, eye redness, joint stiffness, reduced range of motion, painful and swollen joints that are warm to the touch . Doctors primarily use biologics to treat moderate to severe PsA . People with PsA may also benefit from physical therapy, occupational therapy, weight control, a light exercise regimen that includes yoga, tai chi, or swimming .",psoriasis,psoriatic,arthritis,inflammation,autoimmune
1369,articles/1369.txt,Inflammatory rheumatism: How doctors diagnose them," Inflammatory rheumatism describes a range of medical conditions that cause pain and inflammation around the joints, tendons, and bones . Rheumatic disorders include: rheumatoid arthritis (RA), psoriatic arthritis (PsA), ankylosing spondylitis, systemic lupus erythematosus (SLE), rheumatic fever, gout, and Lupus, which causes inflammation in the joints can have wide-reaching effects throughout the body and can affect the skin, kidneys, blood, brain, eyes and nervous system . Lupus attacks can happen suddenly, causing unpredictable symptoms that differ from person to person . Untreated strep throat or scarlet fever infections can develop into rheumatic fever . Lupus symptoms include joint and muscle pain, fever, rash and sun sensitivity . Gout is a common type of arthritis that causes stiffness and pain in the joints . Treatment options may vary depending on the type of inflammatory rheumatism .",rheumatism,rheumatology,rheumatoid,arthritis,rheumatic
137,articles/137.txt,Lithium Side Effects in Bipolar Disorders," Lithium is a medication prescribed to prevent and treat manic episodes in people with bipolar disorder . The drug helps stabilize a person’s mood . 67–90% of people taking lithium experience at least one side effect of the drug . The most concerning side effects of long term lithium use are hypothyroidism and kidney problems . People who take lithium require regular monitoring of sodium levels and kidney function . Lithium-induced hyperparathyroidism is four times more likely to occur in women than in men . Hypothyroidism can cause depression, dry skin, fatigue, intolerance to cold, trouble thinking quickly, weight gain . It can also affect parathyroid glands responsible for regulating calcium levels in the body .",lithium,bipolar,manic,mood,affect
1370,articles/1370.txt,Remicade is the brand name version of the generic drug infliximab," Remicade is the brand name version of the generic drug infliximab . It can help treat a range of autoimmune conditions by relieving pain and reducing inflammation . People with severe psoriatic arthritis (PsA) tend to find relief from this type of medication . It is one of several TNF-alpha inhibitors now available to treat autoimmune conditions . However, its effects on a person’s immune system can cause some severe infections to get worse . Some people with Crohn’s disease and psoriasis also develop ankylosing spondylitis . Ulcerative colitis is a relatively common chronic condition that inflames the large intestine . In people with severe ulcers, painful ulcers may bleed and produce pus and mucus . Remicade can reduce the ability of a person's body to fight infections . Some people taking TNF inhibitors have developed unusual cancers . Doctors have reported the occurrence of a rare and fatal form of lymphoma, called hepatosplenic T-cell lymphoma . Common side effects of Remicade include coughing, rash, sinus infections, sore throat, stomach pain . People should report more serious adverse effects to a doctor immediately .",remicade,rheumatoid,inflammation,rheumatology,inflammatory
1371,articles/1371.txt,Psoriasis and psoriatic arthritis," Psoriatic arthritis (PsA) is a form of arthritis that can affect people with psoriasis . People with PsA may have swollen, inflamed joints, reduced movement, fatigue, and nail changes . PsA often affects the hands, fingers, feet, toes, knees, ankles, and spine . Symptoms can vary in severity between people . There are five types of PsA: distal interphalangeal predominant, asymmetric oligoarticular, symmetric polyarthritis, spondylitis, arthritis mutilans . The severity of psA can range from mild to severe, and it can lead to joint damage and reduce quality of life . People with psoriatic disease may also have a higher risk of developing or developing cardiovascular disease, diabetes, obesity, nonalcoholic fatty liver disease, depression .",psoriasis,psoriatic,polyarthritis,arthritis,spondylitis
1372,articles/1372.txt,"Psoriatic arthritis (PsA) is a chronic autoimmune condition — it causes the immune system to attack joints and, sometimes, other tissues"," Psoriatic arthritis (PsA) is a chronic autoimmune condition . It causes the immune system to attack joints and, sometimes, other tissues . PsA usually develops in people who already have the skin condition psoriasis . Biologics are a type of targeted drug made from genetically engineered proteins . They reduce inflammation by blocking the action of specific proteins or cells in immune system . In PsA, the body produces too much of a protein that drives inflammation in the skin or joints . TNF inhibitors help block the production of this protein, which can reduce inflammation . IL-17 inhibitors suppress the immune system and raise the risk of infection . Other potential side effects include a rash, headaches, nausea, and pain and swelling at the injection site . If PsA has not responded well to other biologics, a type of T-cell receptor blocker called abatacept (Orencia) can help reduce inflammation and relieve symptoms of PsA . Orencia raises the risk of infection, such as influenza, sinus infections, and upper respiratory infections . Other common side effects include headaches and nausea . In rare cases, this medication may trigger a serious allergic reaction .",psoriasis,psoriatic,arthritis,rheumatology,inflammation
1373,articles/1373.txt,"Medications can relieve symptoms such as joint pain, stiffness, and swelling for people with psoriatic arthritis."," Psoriatic arthritis (PsA) is an autoimmune condition where the immune system attacks the joints . Medications can relieve symptoms such as joint pain, stiffness, and swelling . The right drugs can also slow disease progression and prevent or limit permanent joint damage . Treatments include: nonsteroidal anti-inflammatory drugs (NSAIDs), corticosteroids, disease modifying antirheumatic drugs (DMARDs), biologics, small molecule medications . DMARDs are long term medications that can relieve more severe symptoms of PsA . They may suppress the immune system, which can slow or prevent PsA attacks on the joints . Doctors use some of these drugs to treat PsA as an off label use, but it may work for this purpose . Biologics fight inflammation by targeting certain cells in the immune system . Up to 60 percent of people may achieve remission after 1 year of treatment with biologics . New oral drugs for PsA include Apremilast, Tofacitinib, and Apreilast .",psoriasis,psoriatic,rheumatrex,arthritis,ibuprofen
1374,articles/1374.txt,Boutonniere deformities can affect the base joint of a finger or thumb," Boutonniere deformity causes the middle joint in a finger or thumb to bend inward and the end joint to bend outward . This is different to “ swan neck deformities, ” which affect the base joint . It is possible to correct this using a splint, but sometimes, other treatments are necessary . The deformity can be caused by injuries to tendons that run along the backs of fingers or thumbs . A boutonniere deformity occurs when the middle joint of a finger or thumb bends inward . It is a common occurrence that can result from injury or health conditions such as rheumatoid arthritis . A splint is a device that can attach to the finger to provide support . Wearing the splint can allow the joints to gradually return to their normal positions .",deformity,tendon,bending,finger,bend
1375,articles/1375.txt,Psoriatic arthritis: How to use injectable medications for psoriatic arthritis," Psoriatic arthritis is a type of inflammatory arthritis that can affect a person’s joints . If a person does not receive treatment, the condition can damage the joints over time . Several injectable drugs can help relieve symptoms and prevent joint damage . Most belong to a group of medications known as biologics . They target specific cells or proteins in the immune system . There are risks in receiving injections for psoriatic arthritis . The specific risks can vary, depending on the type of medication . After an injection, pain, bruising, swelling, redness, or itching may develop around the injection site . Injectable biologics can increase the risk of infections, such as hepatitis or hepatitis .",psoriasis,psoriatic,arthritis,injectable,inject
1376,articles/1376.txt,Biologics are medications that are either made from living cells in a lab or through a biological process.," Biologics are medications that are either made from living cells in a lab or through a biological process . Traditional drugs, on the other hand, are small molecules created in the lab . They treat diseases by modulating activity of specific immune cells or inflammatory messengers called cytokines . Four classes of biologics currently available: blockers of tumor necrosis factor-alpha (TNF-alpha), IL-12/23 inhibitors, IL-17 inhibitors and IL-23 inhibitors . Each of these molecules are specific messengers in the immune system . While reducing inflammation in the skin is good for psoriasis, blocking the immune system can potentially lead to adverse effects . TNF blockers have been associated with the development of multiple sclerosis . IL-17 blockers have an additional warning about a potential increased risk of inflammatory bowel disease, or IBD .",biologics,biologic,psoriasis,psoriatic,cytokine
1377,articles/1377.txt,Biologics for PsA: How to reduce inflammation and its potential complications in people with psoriatic arthritis (PsA)," Biologics are a type of medication that a doctor may prescribe to someone with moderate-to-severe PsA . Multiple types of biologics can help reduce inflammation in the skin, joints, and gastrointestinal tract . Tumor necrosis factor (TNF) inhibitors and biosimilar products block the inflammatory action of a protein called TNF . This reduces pain and irritation, allowing for improved body function and movement . The FDA have approved several types of TNF inhibitors to treat PsA, including: adalimumab (Humira) and infliximab (Remicade) If a person is using a biologic for PsA and develops any symptoms of infection — such as a cough, fever, or other flu-like symptoms — they should contact a healthcare provider right away . PsA causes inflammation throughout the body and can potentially damage a person’s: Bones and joints . Eating a diet that contains fruits, vegetables, and fermented foods can help reduce inflammation .",inflammation,interleukins,inflammatory,biologics,arthritis
1378,articles/1378.txt,How Arthritis Creams Work and the Different Types Available," Arthritis can be a debilitating condition that causes joint inflammation, pain, stiffness, or degeneration . Pain management for arthritis typically involves exercise and taking oral pain relief medication . Another option is to try one of the many over-the-counter (OTC) topical creams available to seek relief . Arthritis creams contain different compounds that can penetrate through the skin to temporarily reduce pain or inflammation by changing nerve signaling or blood flow . Diclofenac sodium 1.5% liquid (Pennsaid): People often use this for osteoarthritis knee pain . People with severe or chronic pain, inflammation, or discomfort of any kind should talk to a doctor . Arthritis creams are relatively safe to use, but it is still important to follow a few safety rules and tips .",arthritis,osteoarthritis,inflammation,analgesic,cream
1379,articles/1379.txt,DIP Joint Pain — Symptoms of arthritis," The distal interphalangeal (DIP) joint pain is often a sign of osteoarthritis or psoriatic arthritis . The DIP joint is the first knuckle from the top of the finger . It connects the distal phalanx and the two bones at the tips of the fingers . Other symptoms of arthritis might include pain and swelling in the hand and toes, and a reduced range of motion in the affected joints . Osteoarthritis occurs when the cartilage in the joints wears down and typically does not have an inflammatory cause . Psoriatic arthritis also has a link to the skin condition psoriasis, and a person with the condition will likely experience skin symptoms as well . Treatment for DIP joint pain involves treating the underlying arthritis .",arthritis,distal,finger,joint,osteoarthritis
138,articles/138.txt,Mania and Hypomania: The Differences Between Mania and Hypomania," Mania and hypomania are periods where a person feels elated, very active, and full of energy . They differ in how severe these mood changes are . Mania is a severe episode that may last for a week or more . Hypomania is an episode that lasts for a few days . It is a milder form of mania and is most often related to bipolar disorder . In some cases, an episode of mania or hypomania can be mixed with one of depression . Certain life events or activities can cause mania and hypomanic episodes . If a person notices mood changes that seem to be stronger than normal, they should see a doctor . Bipolar disorder can be difficult to diagnose, but a comprehensive health history can help .",bipolar,mania,hypomania,manic,hypomanic
1380,articles/1380.txt,The Most Effective Anti-Inflammation Supplements That People Might Want to Try," Inflammation is the body’s response to irritation, infection, and injury . Some natural supplements may help fight inflammation, although not all work for every type of inflammation . Omega-3 fatty acids are among the most potent anti-inflammatory supplements . Curcumin, an active ingredient in turmeric, may help reduce inflammation to speed up wound healing . Green tea may inhibit the production of certain inflammatory chemicals . Frankincense is a fast-acting supplement that may help with osteoarthritis pain in just 5 days . Capsaicin supplements may also help reduce pain and inflammation . Fried foods, soda, refined carbohydrates, and red meat may cause inflammation . Natural remedies are often potent medicine that can cause side effects .",inflammation,inflammatory,supplement,arthritis,osteoarthritis
1381,articles/1381.txt,Psoriasis and Psoriasis," Psoriatic arthritis (PsA) affects the joints and causes them to become swollen, stiff, and painful . It is a chronic inflammatory condition that stems from a problem in the immune system . Experts do not know exactly what causes PsA to appear, but — like psoriasis — it is a type of psoriatic disease . PsA is a type of psoriatic disease that can lead to joint problems, fatigue, and other symptoms . Getting an early diagnosis, starting treatment as soon as possible, and knowing and avoiding triggers can help reduce the number of flares and the severity of symptoms . New biologic drugs and other therapies are showing promise for reducing flares .",psoriasis,psoriatic,psoriasisthese,arthritis,rheumatology
1382,articles/1382.txt,Sleep Disorders in People with psoriasis," Psoriatic arthritis is a chronic condition that affects the joints . It most often develops in people who have psoriasis, which is an autoimmune condition . In a small 2018 study, 68% of people with psoriatic arthritic had poor quality sleep . Sleep apnea is a condition in which a person stops breathing temporarily several times while asleep . People with sleep apnea are more likely to have a higher-than-average risk of suffering from a sleep disorder . A recent study in Turkey found that 64% of those with arthritis experienced restless legs syndrome .",psoriasis,arthritis,snoring,psoriatic,sleep
1383,articles/1383.txt,The Benefits of Sensory Deprivation Tanks," A sensory deprivation tank, also known as a flotation tank, provides restricted environmental stimulation therapy (REST) A person experiences minimal sensory stimulation when inside the tank, allowing them to relax . Supporters claim that the experience can make a person feel rejuvenated, easing anxiety, relaxing muscles, and reducing pain . However, some people may experience hallucinations within the tank that can be disturbing . Sensory deprivation tanks are not a cure for any condition and should not be a substitute for scientifically supported treatment .",deprivation,sensory,stimulation,isolation,relaxing
1384,articles/1384.txt,Stress and Anxiety Are a Natural part of the fight or flight response and the body’s reaction to danger.," Stress and anxiety are part of the body’s fight or flight response . When someone feels under threat, their body releases stress hormones . This response allows a person to be ready to either fight or run away . Many people will recognize anxiety as the feeling of distress, unease, or dread . This article explains the differences and similarities between stress and anxiety .",anxiety,stress,anxious,stressed,nervousness
1385,articles/1385.txt,Teletherapy is mental health counseling over the phone or online.," Teletherapy is mental health counseling over the phone or online . As videoconferencing software improves, more therapists are incorporating this form of virtual mental health support into their practice . Most research suggests that teletherapy can be as effective as in-person therapy . Teletherapy is an ideal option for people who find it difficult to access therapy in person . It can help with a wide range of conditions and issues, including depression, anxiety, relationship problems, trauma, and chronic stress . Emerging research suggests that teletherapy can treat most issues for which scientists have tested .",teletherapy,therapy,therapist,therapists,telehealth
1386,articles/1386.txt,The Psychologies of Disaster Management and the Mental Health of Populations affected by COVID-19," In times of turmoil, in which large populations are affected by factors mostly outside of their control, community-wide efforts of keeping the situation in check can take a long-lasting emotional and psychological toll . In this Special Feature, we look at the psychological aspects of disaster management . A review concludes that, based on existing documentation, a significant number of countries lack appropriate preparedness in terms of preventing or responding to the mental health issues that may arise following a disaster . Among the countries most likely to be hit by natural disasters, very few — Thailand and Myanmar are examples — have developed mental health preparedness programs . Reducing the amount of stigma around seeking mental health support is also an important step .",pandemic,coronavirus,covid,outbreak,fear
1387,articles/1387.txt,"The Difference Between a psychiatrist, a psychologist, and a therapist"," A psychiatrist is a medical doctor who specializes in mental health . A psychiatrist can diagnose and treat a wide range of mental health conditions . Psychologists can use different types of psychotherapy to help treat conditions . A clinical psychologist is a type of psychotherapist who has a doctorate in clinical psychology . A psychiatrist is a medical doctor who can diagnose and treat a wide range of mental illnesses . Psychologists conduct assessments and use psychotherapy to help treat mental health conditions . Psychotherapists may use a variety of treatments, including talk therapy, creative arts therapy, and play therapy . Psychiatrists also treat particular symptoms, such as anxiety or suicidal thoughts .",psychiatrist,psychiatry,psychiatrists,psychologist,psychiatric
1388,articles/1388.txt,"What Sensory Processing Disorders are, the possible symptoms, and the treatment options"," Sensory processing disorders are conditions that affect how the brain processes sensory information . They can cause over or undersensitivity to sensory information, including sight, sound, and touch . The disorders usually start at a young age and can cause challenging behavior . Symptoms vary depending on which senses the disorders affect . There is no formal diagnosis, but treatment options include cognitive behavioral therapy .",sensory,disorder,nerve,sensation,nervous
1389,articles/1389.txt,"A new form of repetitive transcranial magnetic stimulation is a fast, safe way to relieve depression and prevent suicidal thoughts"," A preliminary study suggests that an intensive course of precisely targeted magnetic brain stimulation is a fast, safe way to relieve depression and prevent suicidal thoughts . Antidepressant drugs can relieve depressive symptoms, including suicidal ideation, but they take several weeks to start working . Researchers at Stanford University School of Medicine have developed a new form of repetitive transcranial magnetic stimulation (rTMS) Magnetic field excites nerve cells in the L-DLPFC, which, over time, strengthens the synapses that connect them . Stronger synapses are better at transmitting nerve signals . Effect of rTMS is the result of strengthened connections and stronger activity in the area of the brain .",antidepressant,suicidal,depressive,depression,psychiatry
139,articles/139.txt,Chemical imbalances in the Brain: How to diagnose mental health conditions," A popular theory is that mental health disorders develop as a result of chemical imbalances in the brain . A chemical imbalance occurs when a person has either too little or too much of certain neurotransmitters . These are the chemical messengers that pass information between nerve cells . Other factors that contribute to mental health conditions include genetics and family history . The gamma aminobutyric acid (GABA) neurotransmitter may play a crucial role in anxiety disorders . GABA reduces neuronal activity in the amygdala, which is the part of the brain that processes emotional information . Other neurotransmitters that may contribute to anxiety disorders include: serotonin, endocannabinoids, oxytocin, corticotropin-releasing hormone, opioid peptides, neuropeptide Y . Medications that influence the concentration of neurochemicals can sometimes provide symptom relief .",dopamine,serotonin,neurotransmitter,neurotransmitters,neurochemical
1390,articles/1390.txt,"Babies as young as 4 months old differentiate between a parent’s hug and a stranger’s, new research finds."," Heart rate of an infant as young as 4 months old relaxes when the child a parent or primary caregiver gives them a hug . Simply being held for feeding or carrying does not produce the same change, nor does a tight embrace . In general, a parent holds or hugs a baby for two different reasons. A hold is a functional posture, positioning an infant for feeding . A hug is an expression of affection expressing joy, love, happiness, and warmth . When infants older than 4 months were hugged by a parent, the researchers found that the RRI measurements increased, suggesting that the child found the hug calming . No such effect occurred when a parent or stranger simply held the child . For infants under 4 months in age, a hold was as good as a hug, with a similar increase in RRI for both .",hugging,affection,hug,hugged,infant
1391,articles/1391.txt,Pediatric autoimmune neuropsychiatric disorders associated with streptococcal infections (PANDAS)," PANDAS refers to a group of mental health conditions in children that suddenly appear after a strep infection . For a doctor to diagnose it, a child must have obsessive-compulsive disorder (OCD) or a tic that appears or worsens suddenly after an infection . The exact cause of these symptoms is not clear . One theory is that it is an autoimmune disorder that causes the body to attack healthy cells . Researchers think that the body attacks cells in the basal ganglia, a region of the brain responsible for many functions, including learning and movement . Doctors consider PANDAS to be a childhood disorder that appears between the ages of 3 and 12 years . Doctors will search for evidence of OCD, tics, or both . They will then search for signs of a strep infection . Finally, they will test for any neurological abnormalities . The first-line treatment should be antibiotics to kill the Streptococcus bacteria .",streptococcal,pandas,disease,syndrome,streptococcus
1392,articles/1392.txt,The lack of mood regulation is a factor in the COVID-19 pandemic, A new study finds that people with depression are less likely to use activities to help regulate their moods . The study examined a selection of activities that people may use as a form of mood regulation to stave off depression . This is something that is even more difficult to do during the COVID-19 pandemic .,depression,depressive,pandemic,lockdown,homeostasis
1393,articles/1393.txt,Practicalities and Benefits of Telepsychiatry," Telepsychiatry is a branch of telemedicine, which uses technology to provide a range of healthcare services to patients . It is a process that uses a telecommunications device to provide psychiatric services to people who are separated from a psychiatrist by a distance and those who feel more comfortable at home . This article looks at the practicalities and benefits of telePsychiatry, including convenience and better accessibility . The clinic, doctor, or client may set up the initial telepsychiatry appointment by contacting the psychiatrist who provides the service . The psychiatrist can create and implement treatment plans, prescribe medication, schedule follow-up appointments, refer the client to other services . The APA provide a map of 32 states that legislate for private insurance for telemedicine .",telemedicine,telepsychiatric,telepsychiatry,telephone,psychiatric
1394,articles/1394.txt,What might influence pupil size and dilation?," Some research suggests that attraction and mood might cause pupil dilation . The pupils are responsible for how much light enters the eyes . They will increase in size when the eyes need more light, and shrink to reduce the amount of light that enters . Pupil dilation occurs for a variety of reasons, including hormonal changes . However, other factors can also influence pupil size, such as medication or drug use .",pupil,arousal,dilation,iris,eye
1395,articles/1395.txt,Psychogenic Foreign Accent Syndrome: Symptoms of a Person with Foreign Accent Syndrome," A person with foreign accent syndrome may speak with an accent of someone from a different country or region . People with this condition are not faking, rather, changes in their nervous system cause them to speak differently . A report on 49 people with the condition found that most reported having a foreign accent for 2 months to 18 years, with a mean length of 3 years . Most people with foreign accent syndrome have a neurological condition or a history of head or facial injuries . Injuries to the brain from falls, cancer, and other factors may change the way the brain processes language . The primary symptom is speaking in an accent associated with a country where the person has never lived or a language they have never spoken . In some cases, a person seeking emergency psychiatric care might also have an unusual accent .",accent,syndrome,illness,diagnosis,disorder
